Zona,2022_persona,2021_persona,2020_persona,2019_persona,2018_persona,2017_persona,2016_persona,2015_persona,2022_hogar,2021_hogar,2020_hogar,2019_hogar,2018_hogar,2017_hogar,2016_hogar,2015_hogar,2022_consumo,2021_consumo,2020_consumo,2019_consumo,2018_consumo,2017_consumo,2016_consumo,2015_consumo,2022_bruta_persona,2021_bruta_persona,2020_bruta_persona,2019_bruta_persona,2018_bruta_persona,2017_bruta_persona,2016_bruta_persona,2015_bruta_persona,2022_bruta_hogar,2021_bruta_hogar,2020_bruta_hogar,2019_bruta_hogar,2018_bruta_hogar,2017_bruta_hogar,2016_bruta_hogar,2015_bruta_hogar
4601301011 Alboraia/Alboraya sección 01011,16519,15550,14465,13863,13231,12771,12204,11963,46920,44008,40505,39440,38398,37594,36408,35223,25261,23905,22216,21523,20800,20073,19262,18861,20648,19382,17821,17115,16313,15729,14941,14455,58647,54851,49904,48692,47341,46299,44572,42559
4601301012 Alboraia/Alboraya sección 01012,19443,18115,17308,18211,16246,16725,14358,14899,48558,45103,43108,44881,39992,41620,37421,37376,29372,27131,25706,27258,24458,24504,21954,22399,26018,23792,22369,23665,21253,21603,18476,19087,64978,59237,55713,58322,52316,53760,48156,47884
4601301014 Alboraia/Alboraya sección 01014,21097,20358,21065,20688,19235,19575,18518,18806,47716,45260,45990,44908,41054,40398,37997,37527,31306,30016,30476,30293,27806,28187,26482,26253,28220,27061,27919,27860,25133,25428,23972,24166,63826,60164,60953,60476,53643,52478,49187,48222
46014 Albuixech,13753,13183,12284,12282,12208,11040,10481,10639,34716,33039,30711,30716,30251,27583,26141,26968,20480,19633,18366,18445,18458,16513,16061,16039,16579,15807,14614,14601,14537,13007,13038,12533,41851,39616,36534,36516,36023,32497,32518,31770
4601401 Albuixech distrito 01,13753,13183,12284,12282,12208,11040,10481,10639,34716,33039,30711,30716,30251,27583,26141,26968,20480,19633,18366,18445,18458,16513,16061,16039,16579,15807,14614,14601,14537,13007,13038,12533,41851,39616,36534,36516,36023,32497,32518,31770
4601401001 Albuixech sección 01001,12951,12654,11669,11751,11023,10252,9574,9228,31496,30248,27832,28431,26585,24735,23125,22791,18863,18344,16981,17272,16363,15121,14490,13745,15332,14896,13658,13781,12860,11849,11293,10613,37285,35608,32576,33345,31016,28589,27278,26210
4601401002 Albuixech sección 01002,14422,13626,12791,12733,13227,11711,11262,11847,37596,35602,33300,32780,33565,30169,28903,30726,21832,20722,19515,19438,20256,17696,17407,17992,17620,16572,15401,15296,15979,13992,14541,14178,45934,43298,40095,39381,40549,36045,37317,36772
46015 Alcàsser,12732,12035,11589,11511,10988,10516,10123,9669,30897,28974,27861,27755,26547,25496,24445,23419,18911,17879,17303,17120,16348,15640,14964,14316,15203,14282,13822,13575,12960,12472,11901,11283,36893,34385,33227,32733,31311,30241,28740,27329
4601501 Alcàsser distrito 01,12732,12035,11589,11511,10988,10516,10123,9669,30897,28974,27861,27755,26547,25496,24445,23419,18911,17879,17303,17120,16348,15640,14964,14316,15203,14282,13822,13575,12960,12472,11901,11283,36893,34385,33227,32733,31311,30241,28740,27329
4601501001 Alcàsser sección 01001,14074,12891,13714,13199,13154,12676,12458,11336,32830,29636,31416,30172,30428,29171,28562,26394,20292,18654,19368,19015,18844,18016,17675,16146,16881,15603,16756,15953,16202,15776,15341,13493,39378,35869,38383,36468,37479,36304,35170,31416
4601501002 Alcàsser sección 01002,12633,11952,11635,11389,10785,9962,9814,9737,28198,26638,25904,25350,23546,21950,21528,21269,18441,17312,16908,16583,15568,14473,13989,14060,14909,14053,13588,13244,12344,11463,11251,11173,33277,31320,30251,29480,26949,25259,24679,24406
4601501003 Alcàsser sección 01003,12447,11578,10919,10638,10198,9879,9115,8557,30741,28785,27523,26996,25705,25251,23250,22192,18445,17182,16267,16049,15411,14996,13894,13012,14859,13701,12806,12500,11988,11575,10569,9872,36698,34065,32278,31721,30214,29584,26958,25603
4601501004 Alcàsser sección 01004,12640,12128,11421,11738,11092,10858,10354,10138,31172,29681,27790,28500,27299,26577,25224,24524,19178,18429,17881,17663,16731,16322,15407,15107,15096,14288,13839,13803,12983,12975,12143,11878,37229,34967,33672,33515,31952,31759,29582,28732
4601501005 Alcàsser sección 01005,12590,11884,11569,11427,10628,10323,10035,9556,31604,29231,28338,28226,26762,25808,24987,23865,18881,17766,17297,17123,16020,15602,15008,14282,15024,14100,13706,13465,12555,12197,11845,11227,37714,34682,33573,33257,31613,30492,29495,28038
4601501006 Alcàsser sección 01006,12431,11958,11019,11119,10655,9849,9511,9111,30435,29103,26677,27054,25605,24042,23103,22133,18467,17817,16560,16600,15940,14696,14182,13594,14894,14206,13098,13066,12465,11479,11006,10535,36465,34575,31709,31791,29954,28021,26735,25592
46016 Alcàntera de Xúquer,11569,10841,10457,10663,10139,9899,9179,8930,27954,26716,25771,26335,24661,24185,22717,22096,16874,15931,15438,15732,14990,14578,13611,13272,13206,12296,11876,12084,11474,11158,10378,10043,31908,30302,29268,29843,27909,27262,25683,24848
4601601 Alcàntera de Xúquer distrito 01,11569,10841,10457,10663,10139,9899,9179,8930,27954,26716,25771,26335,24661,24185,22717,22096,16874,15931,15438,15732,14990,14578,13611,13272,13206,12296,11876,12084,11474,11158,10378,10043,31908,30302,29268,29843,27909,27262,25683,24848
4601601001 Alcàntera de Xúquer sección 01001,11569,10841,10457,10663,10139,9899,9179,8930,27954,26716,25771,26335,24661,24185,22717,22096,16874,15931,15438,15732,14990,14578,13611,13272,13206,12296,11876,12084,11474,11158,10378,10043,31908,30302,29268,29843,27909,27262,25683,24848
46017 Alzira,12606,11934,11566,11392,11040,10431,10155,9618,32904,31127,30007,29664,28730,27327,26831,25346,18929,17948,17316,17175,16616,15748,15389,14561,15113,14202,13652,13518,13036,12303,12031,11301,39447,37041,35419,35200,33925,32233,31785,29784
4601701 Alzira distrito 01,16382,15037,14897,14971,14257,13702,13319,12563,41080,38018,37354,37687,35785,34794,33969,32320,24315,22540,22143,22370,21325,20485,19876,18944,20936,18793,18321,18518,17678,16942,16442,15652,52500,47516,45940,46617,44373,43021,41935,40268
4601701001 Alzira sección 01001,14730,12493,12751,11912,11439,11206,10512,10375,36351,31067,31805,30150,29052,28865,27292,26718,21235,18530,18890,17947,17243,16792,15763,15738,18639,14801,15105,14085,13510,13227,12373,12186,45997,36807,37678,35649,34310,34071,32126,31383
4601701002 Alzira sección 01002,17756,17115,16750,17062,16617,15647,15149,14079,45206,44122,43289,43936,42024,40298,39452,37051,26960,25745,25181,25495,24712,23455,22723,20998,22808,21621,20845,21357,20826,19605,18902,17567,58068,55739,53873,54996,52669,50494,49225,46228
4601701003 Alzira sección 01003,16448,15120,14818,15543,14316,13906,14040,12907,41194,37990,36016,37856,35187,34190,34278,32268,24319,22733,21719,23005,21407,20627,20692,19605,21074,19452,18518,19588,18184,17533,17729,16810,52780,48874,45009,47706,44693,43108,43284,42025
4601702 Alzira distrito 02,12380,11779,11388,11200,10646,10259,9734,9439,32182,30501,29472,29005,27684,26769,25625,24659,18608,17726,17073,16877,16042,15465,14775,14191,14672,13928,13379,13183,12454,12097,11386,10954,38141,36067,34624,34140,32387,31565,29974,28618
4601702001 Alzira sección 02001,12805,12194,12017,11620,11245,10525,10329,10258,31999,30421,29638,28405,27815,26044,25575,25723,18781,17864,17580,17068,16581,15523,15142,15085,14997,14285,13971,13571,13041,12254,11983,11892,37476,35638,34457,33172,32255,30321,29669,29820
4601702002 Alzira sección 02002,13556,12862,12383,12278,11962,11478,10964,10294,32895,31302,30884,30634,29868,28845,27821,25744,19997,18931,18438,18892,17784,17174,16394,15226,16533,15545,14913,15466,14297,13687,13076,12229,40120,37832,37193,38589,35699,34398,33180,30584
4601702003 Alzira sección 02003,14308,13622,13098,12391,11534,12058,10321,10237,40278,38115,37014,34362,32726,34031,29166,28724,22578,21531,20513,19358,18056,19031,16825,16156,17665,16867,16202,14947,14025,15298,12878,12239,49729,47196,45788,41449,39793,43175,36391,34343
4601702004 Alzira sección 02004,10922,10238,9761,9570,9208,8657,8377,8235,27893,25971,24550,24510,23132,22040,21489,20714,16198,15180,14368,14228,13569,12734,12484,12123,12475,11620,11062,10868,10389,9739,9410,9258,31858,29475,27823,27834,26098,24796,24140,23290
4601702005 Alzira sección 02005,11870,11327,11464,10958,10581,9991,9305,8996,31317,29776,30238,28992,28152,26542,25226,24373,17659,16736,16885,16026,15514,14796,14066,13566,13776,13115,13255,12760,12438,11647,10777,10439,36345,34475,34963,33762,33095,30942,29216,28282
4601702006 Alzira sección 02006,11097,10702,10341,10263,9605,9444,8903,8545,30414,28858,27621,27723,26002,25140,24300,23477,16967,16150,15723,15647,14702,14281,13632,13015,13043,12594,12032,11943,11182,11019,10337,9899,35745,33959,32139,32261,30270,29335,28213,27198
4601702007 Alzira sección 02007,11359,11131,10769,10643,9893,9166,9116,8803,30956,29877,28932,28786,26999,25533,25323,23790,17191,16857,16246,16136,15076,14134,13874,13321,13271,12894,12459,12271,11390,10689,10457,10053,36166,34610,33472,33189,31085,29775,29049,27170
4601702008 Alzira sección 02008,12570,11702,11069,11085,10611,10256,9762,9563,31934,30054,28185,28067,27099,26083,25235,24442,18783,17698,16648,16686,16165,15446,14836,14391,14766,13705,12840,12839,12315,11918,11280,11030,37512,35200,32694,32508,31451,30309,29158,28191
4601702009 Alzira sección 02009,13255,12577,12366,12602,11954,11396,11103,10410,31298,29637,29432,30244,27967,27573,26836,25341,19174,18540,17723,18195,17264,16459,16189,15070,15947,15267,14670,14917,14017,13400,13079,12073,37655,35974,34915,35801,32792,32424,31613,29389
4601703 Alzira distrito 03,14616,13955,13709,13656,13168,12731,13556,11752,36518,34575,34114,34058,32856,31592,34343,30016,21586,20649,20183,20313,19603,18977,20436,17767,17991,17165,16706,16981,16079,15533,17375,14368,44951,42529,41569,42352,40121,38543,44019,36698
4601703001 Alzira sección 03001,13307,12872,12732,13375,12142,11738,10929,9951,33268,31848,31432,33149,30375,29425,27430,24926,19657,19138,18703,20143,18149,17650,16332,15449,16411,15907,15431,16379,14664,14208,13415,12512,41028,39358,38097,40593,36685,35615,33670,31340
4601703002 Alzira sección 03002,17280,16061,15969,16046,15389,14665,14280,13909,41350,38763,38924,39304,38499,36365,36422,35642,25311,23649,23349,23568,22955,21900,21497,20899,21672,20018,19736,19909,19184,18224,17715,17102,51860,48313,48105,48766,47994,45190,45185,43825
4601703003 Alzira sección 03003,13419,12858,12097,11793,11970,11569,16395,11147,35557,33997,32541,31286,30939,30212,43625,29345,20121,19298,18233,17993,18023,17408,25480,17030,16330,15755,14720,15235,14589,14039,23168,13624,43268,41657,39598,40420,37709,36660,61649,35867
4601703004 Alzira sección 03004,13160,12996,13064,12500,11998,11938,11344,10664,32884,31190,30884,30051,28668,27866,27190,26646,19413,19044,19014,18322,17523,17436,16471,15777,15813,15611,15596,15148,14225,14245,13453,12626,39513,37466,36871,36417,33990,33250,32246,31548
4601704 Alzira distrito 04,11959,11331,10947,10709,10316,9790,9410,9021,31858,30302,28972,28480,27381,26166,25346,24233,18119,17199,16561,16345,15669,14950,14358,13781,14115,13254,12712,12485,11942,11303,10864,10409,37603,35443,33643,33205,31699,30211,29261,27960
4601704001 Alzira sección 04001,13672,13438,12781,12616,12290,11755,11707,10738,35948,34662,32691,32428,31912,31045,30785,28693,20570,20234,19163,18950,18447,17813,17766,16391,16401,16083,15235,15013,14661,13934,13942,12716,43125,41486,38968,38591,38068,36797,36664,33977
4601704002 Alzira sección 04002,9600,9125,8576,8391,8259,7904,7668,7322,25810,25203,23355,22579,21356,20674,20077,19289,14452,13834,12874,12643,12267,11754,11384,11003,10942,10397,9734,9540,9315,8909,8619,8199,29418,28717,26508,25671,24086,23302,22567,21599
4601704003 Alzira sección 04003,12265,11673,11214,11085,10638,10252,9868,9492,31507,30384,28484,28418,26981,25910,24842,23682,18700,17734,16921,16883,16056,15442,14917,14316,14397,13612,13005,12857,12310,11833,11358,11055,36983,35431,33033,32963,31220,29906,28594,27581
4601704004 Alzira sección 04004,11434,11105,10355,10100,9694,9043,8473,8255,31608,30634,28696,28060,27548,25663,24400,23664,17621,16936,15919,15464,14820,13948,13044,12679,13340,12919,11896,11534,11035,10267,9609,9371,36876,35636,32967,32044,31360,29137,27673,26862
4601704005 Alzira sección 04005,11938,11190,10673,10627,10257,9865,9497,9153,30843,28582,27347,27516,26452,25176,24526,23876,17671,16860,16041,16007,15415,14858,14201,13584,13835,12869,12223,12154,11795,11312,10851,10401,35744,32869,31318,31470,30417,28867,28024,27133
4601704006 Alzira sección 04006,11335,9777,10090,9791,9359,9022,8714,8457,28521,25863,26939,26489,24925,24794,23260,22371,16297,15227,15010,14682,13926,13484,12847,12535,12903,11360,11305,10926,10485,10082,9833,9517,32468,30051,30184,29559,27925,27705,26247,25172
4601704007 Alzira sección 04007,11130,10834,10554,10282,9854,9893,9414,8901,29957,27798,27441,27016,25113,24112,23728,22192,16503,16009,15517,15356,14670,14598,13905,13092,13069,12548,12179,11914,11357,11389,10857,10281,35175,32198,31667,31305,28942,27756,27366,25632
4601704008 Alzira sección 04008,10340,9868,9430,9390,8955,8475,8149,7995,27303,26003,25123,24663,23362,22692,22360,21264,15758,14830,14375,14165,13507,13014,12458,12159,11905,11161,10609,10524,10023,9520,9133,8947,31436,29409,28267,27643,26149,25488,25059,23797
4601704009 Alzira sección 04009,13569,12851,12301,11980,11496,10905,10486,10270,35972,33646,32061,31214,29734,28305,27251,26663,20589,19513,18629,18204,17478,16646,15995,15613,16471,15451,14608,14225,13660,12912,12329,12021,43665,40452,38073,37063,35331,33514,32039,31210
4601704010 Alzira sección 04010,11831,11491,11182,10715,10180,9633,9105,8611,31218,30336,29393,28788,27591,26631,25072,24090,17571,16977,16592,15947,15222,14560,13667,12905,13570,13139,12752,12204,11573,10962,10390,9849,35806,34687,33518,32788,31369,30302,28609,27553
4601704011 Alzira sección 04011,13023,12594,12464,11824,11461,10451,10252,9761,35208,34838,32733,30879,30331,28384,28693,27270,20315,19190,18865,18660,17512,16073,15819,15192,16220,15006,14858,14691,13520,12262,12060,11328,43849,41511,39018,38365,35781,33300,33754,31648
4601704012 Alzira sección 04012,11671,10604,10337,10369,9872,9292,8850,8499,32567,29425,27923,28487,27153,25495,24538,23439,17932,16237,15855,15878,15189,14333,13786,13232,13457,12131,11780,11794,11206,10529,10039,9648,37550,33661,31819,32399,30823,28889,27832,26608
4601704013 Alzira sección 04013,12441,11367,11084,10840,10500,9911,9332,9056,34465,32128,30915,30588,29982,28343,26796,25912,19018,17672,17241,17139,16715,15898,14966,14617,14917,13656,13175,12894,12458,11722,10999,10782,41326,38599,36747,36384,35573,33522,31584,30850
4601705 Alzira distrito 05,11312,10705,10182,9997,10744,8895,8752,8164,29459,27580,26107,25826,27574,23374,23044,21373,16799,15765,14881,14641,15802,13149,13104,12185,13543,12755,12042,11815,12888,10452,10217,9527,35268,32863,30876,30522,33078,27465,26903,24943
4601705001 Alzira sección 05001,7817,7516,6921,6946,6663,6217,5928,5819,21457,20379,18662,18594,17844,16740,16625,16109,11827,11276,10240,10300,9875,9145,8899,8717,8393,8101,7407,7448,7174,6668,6345,6209,23037,21964,19974,19937,19212,17953,17795,17189
4601705002 Alzira sección 05002,15132,13487,13142,12829,14491,11278,11128,10013,37487,32033,30877,30700,35113,28202,28103,25407,22245,19599,18922,18498,21023,16553,16625,14968,19310,16821,16269,15900,18180,13891,13575,12243,47836,39951,38225,38049,44051,34735,34281,31067
4601705003 Alzira sección 05003,7900,7832,7375,7312,7134,6741,6739,6609,23129,22722,21335,21061,19694,18941,18285,17618,12069,11905,11177,11109,10884,10186,10162,9803,8678,8555,8019,7923,7764,7298,7300,7166,25410,24819,23200,22821,21433,20505,19805,19104
46018 Alcublas,11425,10445,10525,10493,10240,9461,8972,9186,22312,20650,20841,20777,20613,19162,18503,19079,15609,14783,14231,14434,14074,13085,12372,12628,12932,12179,11780,11963,11657,10613,10003,10287,25253,24079,23325,23689,23467,21496,20630,21364
4601801 Alcublas distrito 01,11425,10445,10525,10493,10240,9461,8972,9186,22312,20650,20841,20777,20613,19162,18503,19079,15609,14783,14231,14434,14074,13085,12372,12628,12932,12179,11780,11963,11657,10613,10003,10287,25253,24079,23325,23689,23467,21496,20630,21364
4601801001 Alcublas sección 01001,11425,10445,10525,10493,10240,9461,8972,9186,22312,20650,20841,20777,20613,19162,18503,19079,15609,14783,14231,14434,14074,13085,12372,12628,12932,12179,11780,11963,11657,10613,10003,10287,25253,24079,23325,23689,23467,21496,20630,21364
46019 Alcúdia, l',12822,12383,11736,11883,11241,10877,10503,10080,32635,31678,30336,30775,29064,28112,27509,26336,19162,18486,17563,17853,16880,16311,15779,15114,15356,14695,13795,14032,13250,12801,12323,11774,39085,37592,35658,36341,34257,33085,32275,30763
4601901 Alcúdia, l' distrito 01,14785,14111,13362,13429,12560,12259,12057,11488,35513,34064,32715,33386,31383,30719,30435,29100,21496,20582,19538,19731,18585,18125,17888,17058,18202,16981,15857,15988,14974,14611,14350,13578,43720,40992,38824,39749,37413,36613,36223,34392
4601901001 Alcúdia, l' sección 01001,15343,15134,14103,14342,13361,13176,12949,12252,35290,34971,33020,34566,32502,32026,31588,29992,22350,21690,20292,20815,19606,19305,19006,18133,18941,18316,16736,17276,16092,15928,15556,14630,43564,42324,39182,41637,39146,38715,37947,35814
4601901002 Alcúdia, l' sección 01002,15225,14026,13506,13507,12633,12504,12489,11739,36883,33802,32904,32563,30396,30204,30675,28868,21915,20599,19785,19746,18534,18230,18411,17166,17850,17150,16450,17150,15750,15750,15050,15050,19202,17000,16155,16097,15074,14903,14924,13891
4601901003 Alcúdia, l' sección 01003,13656,13107,12396,12375,11632,11033,10590,10375,34123,33309,32117,33019,31316,29847,28734,28309,20069,19371,18441,18569,17563,16780,16077,15768,18550,17500,17150,17150,16450,15750,15050,15050,16218,15519,14563,14503,13678,12918,12379,12080
